worker_id,timestamp,ambient_temp_c,uv_index,gas_ppm,noise_db,body_temp_c,heart_rate_bpm,baseline_hr_bpm,baseline_body_temp_c,hr_deviation_pct,body_temp_deviation_pct,risk_level
W035,07/06/2025 15:19,24.48,2.1,80.65,88.61,37.89,69.7,66.9,37.96,4.19,-0.18,Critical
W049,07/06/2025 15:19,21.32,0.93,56.57,72.7,34.5,73.9,78.1,36.28,-5.38,-4.91,Warning
W089,07/06/2025 15:20,18.75,0.4,64.22,61.12,36.84,71,82.3,36.16,-13.73,1.88,Safe
W054,07/06/2025 15:20,23.48,2.75,75.94,50.92,36.98,73.2,75.3,37.27,-2.79,-0.78,Safe
W055,07/06/2025 15:21,18.72,2.79,104.29,62.76,35.88,72.1,70.7,35.23,1.98,1.85,Safe
W025,07/06/2025 15:21,39.57,2.33,112.22,73.99,34.92,76.3,78.7,35.55,-3.05,-1.77,Critical
W004,07/06/2025 15:22,42.42,0.63,129.31,61.23,38.23,64.5,66.5,37.6,-3.01,1.68,Critical
W018,07/06/2025 15:22,27.36,2.11,44.85,57.05,38.25,87.4,89.1,37.43,-1.91,2.19,Warning
W009,07/06/2025 15:23,24.97,0.41,35.86,77.88,37.13,74.7,72.6,36.57,2.89,1.53,Safe
W025,07/06/2025 15:23,18.28,0.53,119.29,68.21,36.63,74.1,78.7,35.55,-5.84,3.04,Safe
W036,07/06/2025 15:24,22.16,1.38,130.97,73.22,34.59,82,84.3,35.6,-2.73,-2.84,Safe
W033,07/06/2025 15:24,22.27,1.75,46.98,60.12,36.31,88.9,72,36.63,23.47,-0.87,Warning
W012,07/06/2025 15:25,21.78,0,57.49,58.7,35.12,76.2,72.3,36.1,5.39,-2.71,Safe
W051,07/06/2025 15:25,30.23,1.61,54.52,73.35,35.95,61.2,65.8,36.91,-6.99,-2.6,Warning
W014,07/06/2025 15:26,22.5,1.34,102.11,72.57,36.53,66.8,70,36.54,-4.57,-0.03,Safe
W063,07/06/2025 15:26,23.75,4.51,112.55,56.51,36.47,73.6,70.7,36.28,4.1,0.52,Warning
W081,07/06/2025 15:27,22.92,6.5,91.12,70.46,35.86,73.3,74.2,36.9,-1.21,-2.82,Warning
W087,07/06/2025 15:27,25.81,2.02,116.31,66.18,36.37,82.9,77.8,35.68,6.56,1.93,Safe
W071,07/06/2025 15:28,19.99,0.38,31.14,53.69,35.77,98.6,89.1,35.76,10.66,0.03,Safe
W063,07/06/2025 15:28,22.74,10.98,116.22,59.48,35.54,71.9,70.7,36.28,1.7,-2.04,Critical
W035,07/06/2025 15:29,22.87,1.92,39.01,78.32,37.27,74.3,66.9,37.96,11.06,-1.82,Safe
W050,07/06/2025 15:29,23.06,2.27,85.23,103.82,35.56,69.7,65.6,35.32,6.25,0.68,Critical
W057,07/06/2025 15:30,24.9,0.65,302.04,62.71,38.43,88.5,88.2,37.42,0.34,2.7,Critical
W050,07/06/2025 15:30,22.19,2.11,79.9,59.8,35.13,59.5,65.6,35.32,-9.3,-0.54,Safe
W069,07/06/2025 15:31,23.9,1.56,245.57,60.1,37.81,82.3,78,37.11,5.51,1.89,Warning
W032,07/06/2025 15:31,23.82,2.37,40.42,77.38,34.35,89.3,85.7,36.07,4.2,-4.77,Warning
W050,07/06/2025 15:32,33.93,0.8,144.11,77.19,35.48,71.2,65.6,35.32,8.54,0.45,Warning
W081,07/06/2025 15:32,18.34,2.83,73.39,50.23,36.86,68.2,74.2,36.9,-8.09,-0.11,Safe
W037,07/06/2025 15:33,29.24,1.25,62.31,60.72,38.57,78.1,65.1,37.45,19.97,2.99,Warning
W071,07/06/2025 15:33,21.1,1.87,119.07,64.91,36.91,94.4,89.1,35.76,5.95,3.22,Safe
W058,07/06/2025 15:34,18.22,2.56,148.19,69.88,39.06,86.1,80.8,37.61,6.56,3.86,Safe
W001,07/06/2025 15:34,21.29,1.4,100.77,63.86,39.91,75.1,74.4,37.85,0.94,5.44,Warning
W054,07/06/2025 15:35,30.69,1.09,33.64,58.31,36.8,91.2,75.3,37.27,21.12,-1.26,Warning
W007,07/06/2025 15:35,29.42,2.11,140.63,75.59,36.49,89.3,85.8,35.64,4.08,2.38,Warning
W066,07/06/2025 15:36,23.84,1.7,49.41,60.1,34.52,65.2,75.4,35.67,-13.53,-3.22,Safe
W072,07/06/2025 15:36,26.08,12.32,30.51,69.74,36.47,79.5,77.4,35.9,2.71,1.59,Critical
W014,07/06/2025 15:37,19.77,0.33,99.82,64.22,35.58,67.8,70,36.54,-3.14,-2.63,Safe
W072,07/06/2025 15:37,25.04,1.71,124.28,73.08,34.98,82.9,77.4,35.9,7.11,-2.56,Safe
W074,07/06/2025 15:38,31.24,2.74,144.09,71.11,37.25,74.4,80.2,36.51,-7.23,2.03,Warning
W071,07/06/2025 15:38,33.67,2.03,278.54,70.91,35.44,122.1,89.1,35.76,37.04,-0.89,Critical
W061,07/06/2025 15:39,23.18,2.72,97.28,56.09,37.05,77.1,85.2,37.69,-9.51,-1.7,Safe
W081,07/06/2025 15:39,22.49,1.3,223.73,75.62,37.74,75,74.2,36.9,1.08,2.28,Warning
W059,07/06/2025 15:40,26.04,1.43,40.05,58.49,39.04,83.5,85.1,35.56,-1.88,9.79,Critical
W024,07/06/2025 15:40,24.08,13,35.47,62.44,35.73,71.1,72.8,36.56,-2.34,-2.27,Critical
W087,07/06/2025 15:41,21.82,1.11,125.41,74.24,35.59,69,77.8,35.68,-11.31,-0.25,Safe
W079,07/06/2025 15:41,25.2,2.08,59.64,69.13,37.55,59.5,81.8,37.28,-27.26,0.72,Warning
W059,07/06/2025 15:42,24.06,0.08,73.88,59.39,35.04,95.1,85.1,35.56,11.75,-1.46,Safe
W031,07/06/2025 15:42,21.95,1.36,78.11,51.64,35.05,72.1,74.7,35.81,-3.48,-2.12,Safe
W061,07/06/2025 15:43,29.11,1.74,98.96,71.01,37.87,90.9,85.2,37.69,6.69,0.48,Warning
W058,07/06/2025 15:43,25.97,0.58,136.74,51.07,36.51,75.6,80.8,37.61,-6.44,-2.92,Safe
W028,07/06/2025 15:44,25.11,1.16,555.58,60.64,38.44,82.4,79.9,37.77,3.13,1.77,Critical
W042,07/06/2025 15:44,25.57,2.69,155.93,73.66,34.87,72.8,73.3,35.19,-0.68,-0.91,Warning
W057,07/06/2025 15:45,25.3,1.16,124.12,80.02,37.34,93,88.2,37.42,5.44,-0.21,Warning
W058,07/06/2025 15:45,23.33,0.85,192.65,68.67,37.85,87.3,80.8,37.61,8.04,0.64,Warning
W050,07/06/2025 15:46,23.9,1.64,106.62,76.42,35.04,33.3,65.6,35.32,-49.24,-0.79,Critical
W082,07/06/2025 15:46,23.66,0.77,108.81,65.34,36.46,88.4,80.8,36.61,9.41,-0.41,Safe
W080,07/06/2025 15:47,24.78,1.46,220.22,59.97,37.54,65.4,70.9,37.18,-7.76,0.97,Warning
W023,07/06/2025 15:47,25.37,2.67,101.27,71.53,37.08,68.6,71.5,36.99,-4.06,0.24,Safe
W029,07/06/2025 15:48,37.96,0.53,56.12,68.83,35.99,66.8,67.2,35.59,-0.6,1.12,Critical
W004,07/06/2025 15:48,35.33,1.05,222.2,73.9,38.63,95.4,66.5,37.6,43.46,2.74,Critical
W026,07/06/2025 15:49,21.01,2.31,89.17,51.72,37.06,94.2,89.2,37.33,5.61,-0.72,Safe
W046,07/06/2025 15:49,31.7,1.25,55.25,68.22,37.04,79.8,68,37.14,17.35,-0.27,Warning
W067,07/06/2025 15:50,25.15,1.33,103.92,78.02,36.11,52.1,68,36.01,-23.38,0.28,Warning
W027,07/06/2025 15:50,34.08,1.41,304.59,71.89,37.49,120.9,88.5,37.68,36.61,-0.5,Critical
W078,07/06/2025 15:51,24.95,0.88,133.24,82.98,35.12,93.7,89.6,35.73,4.58,-1.71,Warning
W081,07/06/2025 15:51,22.28,1.55,61.16,58.95,36.16,41.7,74.2,36.9,-43.8,-2.01,Critical
W068,07/06/2025 15:52,28.07,2.64,135.78,66.63,35.43,102.7,88.6,35.97,15.91,-1.5,Warning
W068,07/06/2025 15:52,19.93,2.66,121.55,74.95,35.54,90.9,88.6,35.97,2.6,-1.2,Safe
W009,07/06/2025 15:53,25.61,1.4,115.81,61.81,37.23,55.1,72.6,36.57,-24.1,1.8,Warning
W050,07/06/2025 15:53,25.52,1.87,92.8,96.44,34.93,61.4,65.6,35.32,-6.4,-1.1,Critical
W010,07/06/2025 15:54,21.29,1.64,137.68,67.52,36.4,69.9,75.8,35.87,-7.78,1.48,Safe
W081,07/06/2025 15:54,23.09,0.88,49.96,66.56,37.87,73.5,74.2,36.9,-0.94,2.63,Safe
W054,07/06/2025 15:55,28.38,0.6,120.03,66.02,36.39,68.7,75.3,37.27,-8.76,-2.36,Warning
W046,07/06/2025 15:55,25.64,1.2,38.11,80.65,36.2,64.2,68,37.14,-5.59,-2.53,Warning
W051,07/06/2025 15:56,20.64,4.31,96.56,57.75,37.36,59.3,65.8,36.91,-9.88,1.22,Warning
W039,07/06/2025 15:56,23.09,0.8,89.12,78.73,36.04,106.6,84.3,35.22,26.45,2.33,Warning
W039,07/06/2025 15:57,25.06,2.58,171.29,63.19,35.51,77.1,84.3,35.22,-8.54,0.82,Warning
W038,07/06/2025 15:57,22.35,1.1,36.53,60.45,37.37,65.6,82.7,37.19,-20.68,0.48,Warning
W072,07/06/2025 15:58,22.24,0.66,66.1,66.34,35.53,108.5,77.4,35.9,40.18,-1.03,Critical
W025,07/06/2025 15:58,33.14,1.44,331.75,58.87,35.63,114,78.7,35.55,44.85,0.23,Critical
W070,07/06/2025 15:59,25.14,2.37,44.59,70.73,41.05,74.4,74.1,37.92,0.4,8.25,Critical
W041,07/06/2025 15:59,28.38,2.51,34.57,67.51,36.76,107.4,86.6,36.87,24.02,-0.3,Warning
W057,07/06/2025 16:00,18.02,2.75,146.58,61.04,36.54,86.5,88.2,37.42,-1.93,-2.35,Safe
W075,07/06/2025 16:00,40.66,2.77,288.85,66.73,36.9,88.6,66.3,35.84,33.63,2.96,Critical
W060,07/06/2025 16:01,24.46,1.13,71.49,72.1,31.73,87.6,87.3,36.62,0.34,-13.35,Critical
W049,07/06/2025 16:01,23.28,0.45,129.65,78.47,36.53,76.7,78.1,36.28,-1.79,0.69,Safe
W009,07/06/2025 16:02,24.86,2.12,133.05,64.11,35.68,107.6,72.6,36.57,48.21,-2.43,Critical
W064,07/06/2025 16:02,22.84,1.18,140.07,57.95,38.85,91.2,85.5,37.58,6.67,3.38,Safe
W016,07/06/2025 16:03,24.35,5.17,117.62,65.4,35,85.4,80.2,35.51,6.48,-1.44,Warning
W053,07/06/2025 16:03,22.12,1.1,432.38,75.66,35.82,86.6,87.7,35.75,-1.25,0.2,Critical
W004,07/06/2025 16:04,36.82,0.89,207.88,71.57,38.25,91.2,66.5,37.6,37.14,1.73,Critical
W014,07/06/2025 16:04,24.08,1.08,54.13,71.23,34.32,73.4,70,36.54,4.86,-6.08,Warning
W019,07/06/2025 16:05,23.95,0.86,99.58,79.52,35.67,70.8,72.6,35.29,-2.48,1.08,Safe
W062,07/06/2025 16:05,23.32,0.83,39.96,66.39,35.67,74.4,73,35.33,1.92,0.96,Safe
W056,07/06/2025 16:06,31.74,1.59,127.61,76.09,35.51,70,72.2,35.48,-3.05,0.08,Warning
W021,07/06/2025 16:06,20.75,2.15,86.78,89.01,35.61,71.7,68.1,36.49,5.29,-2.41,Critical
W068,07/06/2025 16:07,21.07,1.26,31.86,78.17,35.64,95.5,88.6,35.97,7.79,-0.92,Safe
W017,07/06/2025 16:07,22.79,1.12,50.75,59.4,33.01,69.5,66.6,37.85,4.35,-12.79,Critical
W046,07/06/2025 16:08,21.53,2.44,78.22,75.65,37.02,68.3,68,37.14,0.44,-0.32,Safe
W041,07/06/2025 16:08,24.46,7.85,138.63,71.73,37.15,88,86.6,36.87,1.62,0.76,Warning
W088,07/06/2025 16:09,26.36,2,87.67,66.51,34.69,100.7,81.1,35.52,24.17,-2.34,Warning
W059,07/06/2025 16:09,41.48,0.59,53.85,65.72,34.69,89.1,85.1,35.56,4.7,-2.45,Critical
W060,07/06/2025 16:10,21.14,5.7,80.99,75.07,37.51,86.3,87.3,36.62,-1.15,2.43,Warning
W057,07/06/2025 16:10,31.83,0.86,108.42,76.52,38.45,93.2,88.2,37.42,5.67,2.75,Warning
W044,07/06/2025 16:11,22.46,2.3,32.51,57.62,37.66,66.7,83.2,36.91,-19.83,2.03,Warning
W081,07/06/2025 16:11,21.32,4.1,62.91,69.12,36.34,78.5,74.2,36.9,5.8,-1.52,Warning
W017,07/06/2025 16:12,26.36,2.7,142.7,73.21,35.97,70.7,66.6,37.85,6.16,-4.97,Warning
W050,07/06/2025 16:12,34.48,1.06,131.12,71.79,35.91,69.7,65.6,35.32,6.25,1.67,Warning
W001,07/06/2025 16:13,20.33,1.71,44.24,80.12,37.16,67.1,74.4,37.85,-9.81,-1.82,Warning
W044,07/06/2025 16:13,26.64,1.53,62.71,55.19,37.8,90.9,83.2,36.91,9.25,2.41,Safe
W011,07/06/2025 16:14,28.12,1.3,124.99,58.76,35.28,95.4,80.3,35.42,18.8,-0.4,Warning
W012,07/06/2025 16:14,24.27,0.43,84.21,68.32,35.45,64,72.3,36.1,-11.48,-1.8,Safe
W029,07/06/2025 16:15,24.85,0.14,110.39,58.45,36.73,68.1,67.2,35.59,1.34,3.2,Safe
W016,07/06/2025 16:15,21.13,2.84,59.49,63.83,34.85,83.1,80.2,35.51,3.62,-1.86,Safe
W038,07/06/2025 16:16,22.86,1.73,47.07,70.25,35.9,90.8,82.7,37.19,9.79,-3.47,Safe
W077,07/06/2025 16:16,23.96,2.47,124.9,75.88,37.18,84,68.6,36.47,22.45,1.95,Warning
W065,07/06/2025 16:17,20.22,0.98,106.95,66.38,31.93,71.6,65.2,36.53,9.82,-12.59,Critical
W054,07/06/2025 16:17,22.82,2.06,65.1,79.08,36.62,74.9,75.3,37.27,-0.53,-1.74,Safe
W026,07/06/2025 16:18,24.52,0.67,130.1,75.34,36.5,135.6,89.2,37.33,52.02,-2.22,Critical
W041,07/06/2025 16:18,23.66,12.24,77.9,57.83,37.67,92.8,86.6,36.87,7.16,2.17,Critical
W055,07/06/2025 16:19,34.93,2.09,61.14,55.54,36.02,68.1,70.7,35.23,-3.68,2.24,Warning
W014,07/06/2025 16:19,24.11,1.78,306.29,78.32,36.82,69.7,70,36.54,-0.43,0.77,Critical
W037,07/06/2025 16:20,23.12,0.53,325.81,58.42,38.36,68.6,65.1,37.45,5.38,2.43,Critical
W038,07/06/2025 16:20,21.73,2.06,30.24,72.27,36.03,79.3,82.7,37.19,-4.11,-3.12,Safe
W054,07/06/2025 16:21,23.48,0.51,61.45,64.21,38.21,115,75.3,37.27,52.72,2.52,Critical
W072,07/06/2025 16:21,22.19,0.38,35.63,63.17,34.56,79.9,77.4,35.9,3.23,-3.73,Safe
W085,07/06/2025 16:22,35.01,1.75,309.14,68.02,36.57,86.9,66,36.77,31.67,-0.54,Critical
W040,07/06/2025 16:22,31.34,0.91,100.69,78.61,36.34,68.7,74,35.35,-7.16,2.8,Warning
W009,07/06/2025 16:23,21.88,1.12,99.96,61.46,37.18,85.2,72.6,36.57,17.36,1.67,Warning
W083,07/06/2025 16:23,22.42,1.29,112.22,73.16,36.7,31.6,67.3,37.51,-53.05,-2.16,Critical
W006,07/06/2025 16:24,35.63,2.34,58.73,61.82,38.98,67.3,65.5,37.91,2.75,2.82,Critical
W041,07/06/2025 16:24,24.57,1.39,52.22,51.33,36.1,85.1,86.6,36.87,-1.73,-2.09,Safe
W013,07/06/2025 16:25,21.46,2.28,77.34,55.18,38.33,36.8,76.4,37.36,-51.83,2.6,Critical
W013,07/06/2025 16:25,26.33,1.55,110.47,63.15,37.92,80.7,76.4,37.36,5.63,1.5,Safe
W032,07/06/2025 16:26,38.05,1.06,264.23,73.53,36.19,116.6,85.7,36.07,36.06,0.33,Critical
W078,07/06/2025 16:26,21.18,4.99,136.31,77.84,34.88,96.8,89.6,35.73,8.04,-2.38,Warning
W082,07/06/2025 16:27,41.29,2.61,390.08,78.38,36.87,112.8,80.8,36.61,39.6,0.71,Critical
W005,07/06/2025 16:27,22.98,1.82,51.77,61.81,36.41,69.2,80,37.12,-13.5,-1.91,Safe
W015,07/06/2025 16:28,24.53,1.48,64.45,80.5,34.71,77.5,79.8,35.14,-2.88,-1.22,Warning
W073,07/06/2025 16:28,20.61,1.04,31.34,76.97,35.74,62.2,72.1,35.11,-13.73,1.79,Safe
W011,07/06/2025 16:29,25.61,1.1,132.02,90.28,34.37,79.8,80.3,35.42,-0.62,-2.96,Critical
W046,07/06/2025 16:29,24.43,2.74,122.91,77.93,32.59,71.8,68,37.14,5.59,-12.25,Critical
W065,07/06/2025 16:30,29.91,1.39,32.36,59.91,37.24,68.1,65.2,36.53,4.45,1.94,Warning
W081,07/06/2025 16:30,22.61,6.13,143.47,72.28,36.7,67.5,74.2,36.9,-9.03,-0.54,Warning
W015,07/06/2025 16:31,24.92,7.34,83.94,59.49,34.11,87.1,79.8,35.14,9.15,-2.93,Warning
W018,07/06/2025 16:31,20.71,2.5,103.8,102.28,38.36,82.2,89.1,37.43,-7.74,2.48,Critical
W050,07/06/2025 16:32,25.8,1.27,41.16,77.56,34.89,72.2,65.6,35.32,10.06,-1.22,Safe
W072,07/06/2025 16:32,25.67,1.38,115.27,59.64,35.9,77,77.4,35.9,-0.52,0,Safe
W068,07/06/2025 16:33,23.13,2.45,72.94,78.42,35.82,91.1,88.6,35.97,2.82,-0.42,Safe
W012,07/06/2025 16:33,24.93,2.21,584.01,71.24,36.9,76.2,72.3,36.1,5.39,2.22,Critical
W024,07/06/2025 16:34,23,2.44,125.78,104.99,36.35,78,72.8,36.56,7.14,-0.57,Critical
W024,07/06/2025 16:34,22.37,1.57,138.83,82.01,37,73.3,72.8,36.56,0.69,1.2,Warning
W074,07/06/2025 16:35,36.99,2.37,138.97,72.27,35.79,76.3,80.2,36.51,-4.86,-1.97,Critical
W023,07/06/2025 16:35,24.19,7.17,129.37,77.28,37.03,72.3,71.5,36.99,1.12,0.11,Warning
W040,07/06/2025 16:36,23.77,1.51,450.98,60.34,34.54,80.3,74,35.35,8.51,-2.29,Critical
W003,07/06/2025 16:36,23.44,1.62,44.35,63.72,35.97,54.4,68.9,35.47,-21.04,1.41,Warning
W067,07/06/2025 16:37,25.92,12.02,140.89,64.7,34.94,62.7,68,36.01,-7.79,-2.97,Critical
W073,07/06/2025 16:37,24.96,12.2,57.2,77.08,34.24,78.7,72.1,35.11,9.15,-2.48,Critical
W050,07/06/2025 16:38,20.21,1.37,96.98,80.49,35.6,59.1,65.6,35.32,-9.91,0.79,Warning
W019,07/06/2025 16:38,21.94,0.44,142.4,69.58,34.08,62.9,72.6,35.29,-13.36,-3.43,Safe
W040,07/06/2025 16:39,20.65,2.58,144.9,75.64,36.93,69.8,74,35.35,-5.68,4.47,Warning
W086,07/06/2025 16:39,21.39,0.82,170.51,73.2,35.62,78.5,81.9,35.05,-4.15,1.63,Warning
W004,07/06/2025 16:40,28.9,1.21,86.85,60.94,37.26,82.5,66.5,37.6,24.06,-0.9,Warning
W009,07/06/2025 16:40,21.99,0.58,140.12,64.87,40.67,71.6,72.6,36.57,-1.38,11.21,Critical
W066,07/06/2025 16:41,21.18,7.03,40.17,67.35,35.81,73.2,75.4,35.67,-2.92,0.39,Warning
W040,07/06/2025 16:41,40.94,1.31,241.07,61.71,35.91,100.8,74,35.35,36.22,1.58,Critical
W043,07/06/2025 16:42,25.35,2.07,33.48,72.76,34.58,72.2,72.8,35.98,-0.82,-3.89,Safe
W077,07/06/2025 16:42,34.07,0.78,340.12,69.54,36.88,95.5,68.6,36.47,39.21,1.12,Critical
W001,07/06/2025 16:43,23.36,2.69,82.64,63.61,37.57,66.9,74.4,37.85,-10.08,-0.74,Safe
W013,07/06/2025 16:43,20.1,1.09,144.7,63.31,41.28,83.9,76.4,37.36,9.82,10.49,Critical
W090,07/06/2025 16:44,18.59,1.52,123.77,66.73,34.21,95.8,88.4,35.41,8.37,-3.39,Safe
W054,07/06/2025 16:44,21.94,0.88,104.34,77.73,38.03,61.9,75.3,37.27,-17.8,2.04,Warning
W066,07/06/2025 16:45,26.64,2.27,134.41,79.39,35.34,79.5,75.4,35.67,5.44,-0.93,Safe
W016,07/06/2025 16:45,23.5,1.72,89.52,53.42,34.26,85.1,80.2,35.51,6.11,-3.52,Safe
W021,07/06/2025 16:46,20.98,1.86,92.53,55.29,34.78,62,68.1,36.49,-8.96,-4.69,Warning
W027,07/06/2025 16:46,22.23,2.41,143.52,94.7,38.18,83.8,88.5,37.68,-5.31,1.33,Critical
W060,07/06/2025 16:47,39.44,1.93,247.35,56.92,36.19,121.8,87.3,36.62,39.52,-1.17,Critical
W070,07/06/2025 16:47,20.58,2.7,116.44,98.57,38.54,77.4,74.1,37.92,4.45,1.64,Critical
W029,07/06/2025 16:48,22.18,0.96,51.51,70.18,35.84,75.8,67.2,35.59,12.8,0.7,Safe
W023,07/06/2025 16:48,24.61,1.23,332.88,74.22,37.25,71.6,71.5,36.99,0.14,0.7,Critical
W015,07/06/2025 16:49,21.62,0.56,137.06,56.57,32.01,77.3,79.8,35.14,-3.13,-8.91,Critical
W020,07/06/2025 16:49,39.52,1.44,78.18,77.03,36.44,81,82.1,36.32,-1.34,0.33,Critical
W065,07/06/2025 16:50,25.36,1.92,72.79,80.15,36.7,64,65.2,36.53,-1.84,0.47,Warning
W017,07/06/2025 16:50,20.02,2.74,264.95,73.5,38.51,65.5,66.6,37.85,-1.65,1.74,Warning
W010,07/06/2025 16:51,23.93,2.58,135.79,89.81,36.19,69.5,75.8,35.87,-8.31,0.89,Critical
W005,07/06/2025 16:51,20.22,2.49,61.24,73.78,38.16,38,80,37.12,-52.5,2.8,Critical
W089,07/06/2025 16:52,21,1.04,92.73,64.26,32.35,81.8,82.3,36.16,-0.61,-10.54,Critical
W014,07/06/2025 16:52,34.2,0.94,123.76,76.25,37.28,70.7,70,36.54,1,2.03,Warning
W043,07/06/2025 16:53,27.82,0.55,96.27,75.2,35.68,65.9,72.8,35.98,-9.48,-0.83,Warning
W059,07/06/2025 16:53,22.62,1.18,123.85,55.52,36.32,86.6,85.1,35.56,1.76,2.14,Safe
W031,07/06/2025 16:54,23.2,1.06,139.2,88.98,34.9,80.4,74.7,35.81,7.63,-2.54,Critical
W053,07/06/2025 16:54,21.75,2.06,57.07,61.66,35.02,116.8,87.7,35.75,33.18,-2.04,Critical
W036,07/06/2025 16:55,23.13,0.51,89.46,80.27,35.48,76.7,84.3,35.6,-9.02,-0.34,Warning
W071,07/06/2025 16:55,24.95,2.5,139.24,68.3,36.57,94.4,89.1,35.76,5.95,2.27,Safe
W003,07/06/2025 16:56,20.18,1.02,41.41,97.27,36.38,69.8,68.9,35.47,1.31,2.57,Critical
W080,07/06/2025 16:56,39.16,0.58,202.29,76.29,37.66,102.1,70.9,37.18,44.01,1.29,Critical
W046,07/06/2025 16:57,18.87,1.2,81.52,71.76,35.95,76.4,68,37.14,12.35,-3.2,Safe
W040,07/06/2025 16:57,20.22,1.59,127.8,74.95,33.92,73.5,74,35.35,-0.68,-4.05,Warning
W018,07/06/2025 16:58,25.87,6.14,92.79,68.63,37.65,87.3,89.1,37.43,-2.02,0.59,Warning
W047,07/06/2025 16:58,22.48,1.03,88.53,98.03,36.93,83.3,84,36.68,-0.83,0.68,Critical
W018,07/06/2025 16:59,25.18,0.68,98.72,83.11,36.82,82.9,89.1,37.43,-6.96,-1.63,Warning
W026,07/06/2025 16:59,21.37,1.46,163.75,74.13,36.8,94.2,89.2,37.33,5.61,-1.42,Warning
W008,07/06/2025 17:00,20.62,0.21,100.56,60.11,34.65,66,69.5,35.55,-5.04,-2.53,Safe
W056,07/06/2025 17:00,40.86,2.72,122.03,70.73,35.9,74.4,72.2,35.48,3.05,1.18,Critical
W034,07/06/2025 17:01,23.03,1.54,100.07,61.51,37.83,74.3,68.5,37.41,8.47,1.12,Safe
W064,07/06/2025 17:01,21.84,4.54,100.1,57.06,36.72,87.2,85.5,37.58,1.99,-2.29,Warning
W014,07/06/2025 17:02,24.81,4.71,83.44,74.67,36.76,66.2,70,36.54,-5.43,0.6,Warning
W081,07/06/2025 17:02,37.08,1.68,80.69,77.37,36.97,70.6,74.2,36.9,-4.85,0.19,Critical
W067,07/06/2025 17:03,23.62,0.74,62.8,68.15,40.95,63.8,68,36.01,-6.18,13.72,Critical
W085,07/06/2025 17:03,41.24,0.9,82.72,68.01,37.4,68.4,66,36.77,3.64,1.71,Critical
W066,07/06/2025 17:04,24.92,2.45,565.65,64.68,34.63,68.5,75.4,35.67,-9.15,-2.92,Critical
W047,07/06/2025 17:04,41.96,1.76,308.05,77.62,35.8,112.7,84,36.68,34.17,-2.4,Critical
W074,07/06/2025 17:05,30.98,1.05,64.76,73.29,36.69,77.1,80.2,36.51,-3.87,0.49,Warning
W063,07/06/2025 17:05,21.96,0.72,81.9,58.88,35.33,71.8,70.7,36.28,1.56,-2.62,Safe
W042,07/06/2025 17:06,25.72,0.89,36.63,93.87,34.37,67.8,73.3,35.19,-7.5,-2.33,Critical
W050,07/06/2025 17:06,21.51,0.44,146.11,51.66,35.74,59.3,65.6,35.32,-9.6,1.19,Safe
W075,07/06/2025 17:07,33.52,2.41,394.38,65.59,35.19,86.2,66.3,35.84,30.02,-1.81,Critical
W055,07/06/2025 17:07,20.87,2.56,25.5,56.3,36.58,78.9,70.7,35.23,11.6,3.83,Safe
W076,07/06/2025 17:08,20,5.96,134.95,71.12,36.64,81,87.7,35.72,-7.64,2.58,Warning
W040,07/06/2025 17:08,26.53,2.59,129.69,73.06,36.31,84.2,74,35.35,13.78,2.72,Safe
W064,07/06/2025 17:09,28.48,0.67,71.72,76.63,38.17,98.9,85.5,37.58,15.67,1.57,Warning
W067,07/06/2025 17:09,31.69,1.42,119.86,56.87,35.21,80.3,68,36.01,18.09,-2.22,Warning
W047,07/06/2025 17:10,23.57,2.71,143.5,51.79,37.53,90.9,84,36.68,8.21,2.32,Safe
W011,07/06/2025 17:10,26.46,1.19,136.75,68.03,34.03,75.9,80.3,35.42,-5.48,-3.92,Safe
W078,07/06/2025 17:11,25.53,1.11,418.01,71.82,36.26,95.2,89.6,35.73,6.25,1.48,Critical
W063,07/06/2025 17:11,21.73,1.57,71.09,87.4,36.71,76.4,70.7,36.28,8.06,1.19,Critical
W023,07/06/2025 17:12,21.66,2.63,58.71,74.1,36.9,91.2,71.5,36.99,27.55,-0.24,Warning
W079,07/06/2025 17:12,18.49,0.44,136.33,66.07,35.94,90.8,81.8,37.28,11,-3.59,Safe
W074,07/06/2025 17:13,25.04,6.65,119.44,73.97,37.12,81.5,80.2,36.51,1.62,1.67,Warning
W042,07/06/2025 17:13,24.32,2.24,61.15,59.83,34.44,111.9,73.3,35.19,52.66,-2.13,Critical
W021,07/06/2025 17:14,22.59,2.05,101.94,74.32,37.58,74.1,68.1,36.49,8.81,2.99,Safe
W056,07/06/2025 17:14,24.63,1.4,143.95,56.87,35.13,46.6,72.2,35.48,-35.46,-0.99,Critical
W088,07/06/2025 17:15,19.08,2.56,85.32,58.97,36.79,80.4,81.1,35.52,-0.86,3.58,Safe
W086,07/06/2025 17:15,25.93,1.3,30.16,102.31,34.81,77.3,81.9,35.05,-5.62,-0.68,Critical
W023,07/06/2025 17:16,21.91,1.67,143.14,68.1,32.8,69.3,71.5,36.99,-3.08,-11.33,Critical
W071,07/06/2025 17:16,35.49,1.99,310.94,66.45,36.34,125.1,89.1,35.76,40.4,1.62,Critical
W072,07/06/2025 17:17,21.13,2.01,133,83.95,36.35,79.2,77.4,35.9,2.33,1.25,Warning
